video_id,video_url,title,published_at,primary_topic,primary_destination,secondary_destination_1,secondary_destination_2,embed_type,video_schema,transcript_used,notes
9b2IxoZAttM,https://www.youtube.com/watch?v=9b2IxoZAttM,BEST HAIR LOSS TREATMENT IN BHUBANESWAR | RADIANCE CLINICS,2018-12-26,Hair Loss,/concerns/hair-loss-scalp,/treatments/hair-restoration/advanced-hair-fall-solutions,/knowledge/how-to-plan-hair-restoration,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
jls0zPsiKJw,https://www.youtube.com/watch?v=jls0zPsiKJw,SKIN BRIGHTENING TREATMENT | FAIRNESS TREATMENT IN BHUBANESWAR | HOW TO ACHIEVE A FAIR SKIN,2018-12-17,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
BQPUNACNzb8,https://www.youtube.com/watch?v=BQPUNACNzb8,ACNE SCARS TEATMENT IN BHUBANESWAR AT RADIANCE CLINIC,2018-12-11,Acne Scars,/acne-scar-treatment-bhubaneswar,/concerns/acne-scars,/treatments/skin-laser/acne-scar-revision,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
syAuh9Ybfh4,https://www.youtube.com/watch?v=syAuh9Ybfh4,"BEST SKIN CLINIC IN BHUBANESWAR,",2018-12-08,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
9YF-7lb7W9Y,https://www.youtube.com/watch?v=9YF-7lb7W9Y,ACNE TREATMENT IN BHUBANESWAR,2018-12-06,Acne,/concerns/acne,/skin-clinic-bhubaneswar,/doctor-answers/why-acne-keeps-returning,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
5opMf0na9DA,https://www.youtube.com/watch?v=5opMf0na9DA,PIGMENTATION TREATMENT BY LASER At Radiance,2018-11-15,Pigmentation,/pigmentation-treatment-bhubaneswar,/concerns/pigmentation,/treatments/skin-laser/laser-pigmentation-program,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
5_911Q4KBLc,https://www.youtube.com/watch?v=5_911Q4KBLc,Laser Hair Removal in Bhubaneswar at Radiance clinics,2018-11-05,Laser Hair Reduction,/laser-hair-removal-bhubaneswar,/concerns/laser-hair-reduction,/treatments/skin-laser/laser-hair-reduction,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
WqOCZr1u7EU,https://www.youtube.com/watch?v=WqOCZr1u7EU,"Looking for the #1 hair transplant clinic in Bhubaneswar, Odisha?",2018-08-24,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
_uItXKURMSA,https://www.youtube.com/watch?v=_uItXKURMSA,Want to improve your look? Looking for best Aesthetic Treatments in Bhubaneswar?,2018-08-16,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
KiaEW88ML-I,https://www.youtube.com/watch?v=KiaEW88ML-I,Head wash after hair transplant live video,2017-10-14,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
K15jxILLXeY,https://www.youtube.com/watch?v=K15jxILLXeY,"Robotics hair transplant ,first time in bhubaneswar, odisha",2017-08-15,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
kO3G_V93Qoc,https://www.youtube.com/watch?v=kO3G_V93Qoc,viral video hair transplant at radiance clinic bhubaneswar,2017-07-16,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
AbzOKLinhzk,https://www.youtube.com/watch?v=AbzOKLinhzk,Live hair transplantation Viral Video | radiance clinic | Dr. Satyartha Prakash,2017-06-25,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
omJ7X264BqE,https://www.youtube.com/watch?v=omJ7X264BqE,"Hair Transplant In Bhubaneswar, Patient Testimonial",2017-06-14,Hair Transplant,/results,/hair-transplant-bhubaneswar,/concerns/hair-transplant,youtube-nocookie-facade,true,false,Metadata mapped; editorial verification required before case association.
an8M8zrzEfE,https://www.youtube.com/watch?v=an8M8zrzEfE,live hair transplant steps,2017-06-04,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
skpZjhIAyl8,https://www.youtube.com/watch?v=skpZjhIAyl8,Best Hair Transplant & Hair Care Treatment Clinic in Bhubaneswar,2017-05-19,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
3SponEM2Y-I,https://www.youtube.com/watch?v=3SponEM2Y-I,PRP Treatment For Hair Loss at Radiance Clinics,2017-02-09,Hair Loss,/concerns/hair-loss-scalp,/treatments/hair-restoration/advanced-hair-fall-solutions,/knowledge/how-to-plan-hair-restoration,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
5QmxzkMRav0,https://www.youtube.com/watch?v=5QmxzkMRav0,Pigmentation Treatment at Radiance Clinics in Bhubaneswar,2017-02-08,Pigmentation,/pigmentation-treatment-bhubaneswar,/concerns/pigmentation,/treatments/skin-laser/laser-pigmentation-program,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
-lMklK3kxzQ,https://www.youtube.com/watch?v=-lMklK3kxzQ,Acne Treatment By Laser- Radiance Clinics,2017-02-03,Acne,/concerns/acne,/skin-clinic-bhubaneswar,/doctor-answers/why-acne-keeps-returning,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
2lzcgG7pUK4,https://www.youtube.com/watch?v=2lzcgG7pUK4,Tattoo Removal at Radiance Clinics Bhubaneswar,2017-02-02,Tattoo Removal,/tattoo-removal-bhubaneswar,/treatments/laser,/skin-clinic-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
5xt8LBSPjt8,https://www.youtube.com/watch?v=5xt8LBSPjt8,Radiance Clinics Treatments Explained by Dr. Satyartha Prakash,2017-02-02,Clinic & Doctor,/about,/videos,/contact,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
GjEbBRMHbr8,https://www.youtube.com/watch?v=GjEbBRMHbr8,Hair Transplant Step by Step Explained by Radiance Clinics,2016-07-22,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
pHbfTRBx6yQ,https://www.youtube.com/watch?v=pHbfTRBx6yQ,Hair Transplant Testimonial,2015-03-11,Hair Transplant,/results,/hair-transplant-bhubaneswar,/concerns/hair-transplant,youtube-nocookie-facade,true,false,Metadata mapped; editorial verification required before case association.
RmYB7GUZaXs,https://www.youtube.com/watch?v=RmYB7GUZaXs,Laser Treatment in Bhubaneswar,2014-11-24,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
F_Rfnqofvk4,https://www.youtube.com/watch?v=F_Rfnqofvk4,Live Laser Treatment in india | Radince Clinic Bhubaneswar,2014-11-24,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
wphEiTfBLB0,https://www.youtube.com/watch?v=wphEiTfBLB0,Laser Hair Removal in Odisha,2014-11-24,Laser Hair Reduction,/laser-hair-removal-bhubaneswar,/concerns/laser-hair-reduction,/treatments/skin-laser/laser-hair-reduction,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
FjlNEXkAC88,https://www.youtube.com/watch?v=FjlNEXkAC88,Mesotherapy Treatment Clinic Bhubaneswar,2014-11-24,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
VAnB9zC4NZU,https://www.youtube.com/watch?v=VAnB9zC4NZU,Best Hair Transplant by Radiance Clinics,2014-11-21,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
DEAEkTooDfI,https://www.youtube.com/watch?v=DEAEkTooDfI,Radiance Clinics: Best Hair Transplant Clinic,2014-11-21,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
5dWNqyvcMqI,https://www.youtube.com/watch?v=5dWNqyvcMqI,Hair Transplant in India,2014-11-21,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
1hQfQizyT60,https://www.youtube.com/watch?v=1hQfQizyT60,Affordable Hair Transplant at Radiance Clinics,2014-11-21,Hair Transplant,/hair-transplant-bhubaneswar,/concerns/hair-transplant,/treatments/hair-restoration/fue-hair-transplant,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
qvdN6D85_qQ,https://www.youtube.com/watch?v=qvdN6D85_qQ,Skin Care Clinic in Odisha,2014-08-26,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,true,false,Public metadata mapped to a visible contextual destination.
9MbtGSwWgVs,https://www.youtube.com/watch?v=9MbtGSwWgVs,BEST HAIR TRANSPLANT CLINIC IN BHUBANESWAR| RADIANCE HAIR TRANSPLANT CLINIC | NATURAL BEST RESULTS,,Hair Transplant,/results,/hair-transplant-bhubaneswar,/concerns/hair-transplant,youtube-nocookie-facade,false,false,Metadata mapped; editorial verification required before case association.
23hD6aVgExQ,https://www.youtube.com/watch?v=23hD6aVgExQ,Skin problems? Looking for the Best Skincare Clinic in Bhubaneswar?,,Skin Health,/skin-clinic-bhubaneswar,/concerns/skin-texture,/knowledge/skin-care-doctor-bhubaneswar,youtube-nocookie-facade,false,false,Public metadata mapped to a visible contextual destination.
