video_id,url,title,description,published_at,duration,thumbnail,playlist,content_type,primary_topic,secondary_topics,treatment,concern,doctor,location,patient_case,search_intent,best_destination_url,embed_priority,transcript_available,needs_manual_review,notes
nQq7xh7nkF4,https://www.youtube.com/watch?v=nQq7xh7nkF4,HAIR LOSS CAUSES AND ITS TREATMENT | RADIANCE CLINIC BHUBANESWAR | BEST CLINIC FOR HAIRLOSS,"Watch Dr Satyartha Prakash speak about most common reasons of hair fall and its treatment . Radiance has been one of the pioneers in treating hair-loss since a decade. The Radiance Clinic Bhubaneswar is the largest and most up-to-date dermatology center in Odisha, it was established following the best practices of Skin & Hair experts. The clinic offers treatment of dermatological and all sorts of aesthetic maladies.",2020-08-01,PT2M59S,https://i.ytimg.com/vi/nQq7xh7nkF4/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
Q1QymkglWUs,https://www.youtube.com/watch?v=Q1QymkglWUs,Hair Transplant in Bhubaneswar - Hair Transplant Customer Reviews | Radiance Clinics Bhubaneswar,We are glad to share a positive review as one of our clients had undergone 2500 grafts for frontal area restoration along with temporal reconstruction. The result shown is approximately six months post hair transplant. We are the first hair transplant clinic in Bhubaneswar to start hair transplant service almost 13 years back and with over 3000+ successful cases and received satisfied feedback. Radiance Clinics now h,2020-06-02,PT2M6S,https://i.ytimg.com/vi/Q1QymkglWUs/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
X74YHvMRXGc,https://www.youtube.com/watch?v=X74YHvMRXGc,Incredible results of only 2000 grafts| By Dr Satyartha Prakash | Radiance Clinics Bhubanaeswar,Results displayed in the video is just of 2000 grafts planted on the front side . The back side development is achieved by giving certain medications and few sessions of prp. The hair transplant on back side is planned after 6 months from the first session. Carrying out the high density hair transplant requires high level of expertise which is present with our doctors at Radiance. This is because of the extensive tra,2020-06-02,PT1M44S,https://i.ytimg.com/vi/X74YHvMRXGc/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,,candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
yVObHfdXQb8,https://www.youtube.com/watch?v=yVObHfdXQb8,COST OF HAIR TRANSPLANT | DETAILS EXPLAINED BY DR SATYARTHA PRAKASH,"Cost of Hair Transplant explained by Dr Satyartha Prakash from Radiance Clinics Bhubaneswar. Money is an important factor, but again it is advisable not to avoid quality treatment just to save a few thousands. Across Bhubaneswar, there are innumerable hair transplant clinics that offer inexpensive hair transplantation. However, it is not necessary that the cheapest clinic will be the best. To visit a clinic that will",2020-04-22,PT2M36S,https://i.ytimg.com/vi/yVObHfdXQb8/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
-NVx1UC93p0,https://www.youtube.com/watch?v=-NVx1UC93p0,ACNE TREATMENT & SOLUTIONS | RADIANCE CLINICS,"One of the most common facial skin problems for adolescents is acne, a troubling skin condition that can affect confidence and self-esteem. As sebaceous glands become over active and produce excess oil, follicles become plugged, resulting in blackheads and white-heads. These plugged follicles can then become inflamed, causing pimples, nodules and cysts. Although acne is not harmful to health and will usually go away",2020-04-22,PT3M8S,https://i.ytimg.com/vi/-NVx1UC93p0/sddefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Acne,,,/concerns/acne,,,,acne education,/concerns/acne,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
byA3VbPCkwU,https://www.youtube.com/watch?v=byA3VbPCkwU,Amazing Results of Hair transplant | Radiance Clinics Bhubaneswar,"3500 grafts has been planted on this patient , this is the results after 6 months , more 20-30 percent results is expected . the density is more on the frontal position and a bit less on the back side as maximum of 3500 grafts were taken on a single day . the next density fill up session on the back side is planned after 6 months. #hairtransplant #hairtransplantresults #haircare #hairgrafts #grafts #hairgrowth #hairl",2020-04-08,PT2M18S,https://i.ytimg.com/vi/byA3VbPCkwU/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
3i2gw_YiR_8,https://www.youtube.com/watch?v=3i2gw_YiR_8,A Great Experience of Hair Transplant At Radiance Clinics Bhubaneswar | Radiance Hair Transplant|,"2500 grafts have been planted only on the front side to create a natural looking hair line design, the crown portion has been somewhat developed by prp treatments but will be soon be be planted in the next session . The success rate of hair transplant in Bhubaneswar is high. About 80% of the transplanted hair follicles will grow into hair to give a natural look. Various reasons might lead you to undergo hair transpla",2020-03-25,PT2M28S,https://i.ytimg.com/vi/3i2gw_YiR_8/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
gsdGPy_faNo,https://www.youtube.com/watch?v=gsdGPy_faNo,ମୁ ଗୋରା କେମିତି ହେଲି | ରେଡ଼ିଏନ୍ସ ହିଁ ଭରୋସା ଯୋଗ୍ୟ | ରେଡ଼ିଏନ୍ସ କ୍ଲିନିକ ଭୁବନେଶ୍ୱର | ଡ. ସତ୍ୟାର୍ଥ ପ୍ରକାଶ,"Adding Wide Range Of Options For Skin Brightening Solutions Cosmetic clinics are nowadays utilizing the best features to whiten the skin tone and bring about the right kind of complexions in people. In this case, Radiance Clinics has earned a great name for itself, especially because of the use of advanced technologies in the process. We have patients coming in with demands that vary from different types of photo las",2020-03-25,PT3M53S,https://i.ytimg.com/vi/gsdGPy_faNo/maxresdefault.jpg,Radiance Clinic - Videos,PATIENT_EDUCATION,Pigmentation,,/treatments/skin-laser/laser-pigmentation-program,/concerns/pigmentation,,,,pigmentation education,/pigmentation-treatment-bhubaneswar,MEDIUM,false,false,yt-dlp public metadata merged with official channel RSS
3M0QoafTNvE,https://www.youtube.com/watch?v=3M0QoafTNvE,PERMANENT LASER HAIR REDUCTION | RADIANCE CLINIC BHUBANESWAR,"Just like you for many men and women, unwanted hair is a nightmare. Until now the only options for removing unwanted hair were smelly hair removal creams, sharp razors, stinging wax or painful electrolysis needles. But we at Radiance Skin & Hair Clinic provide advanced approach to beautiful skin through LASER hair removal - the ultimate solution. Our Diode LASER gently removes unwanted hair, putting an end to routine",2020-01-29,PT1M10S,https://i.ytimg.com/vi/3M0QoafTNvE/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Laser Hair Reduction,,/treatments/skin-laser/laser-hair-reduction,/concerns/laser-hair-reduction,,"Bhubaneswar, Odisha",,laser hair reduction education,/laser-hair-removal-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
70IrOaXiH6w,https://www.youtube.com/watch?v=70IrOaXiH6w,No Root Touch Hair Transplant | Radiance Clinic Bhubnaeswar,"No root touch technique is a special technique practiced by Dr Satyartha Prakash in which the roots are not touch by any instruments or fingers , thus preventing any injury to the delicate grafts. In this technique the grafts are quicker to implant and survival of the grafts is more. The latest developments have made hair transplant surgery quite a bit easier. The patients also feel less discomfort and downtime. The",2019-12-29,PT1M33S,https://i.ytimg.com/vi/70IrOaXiH6w/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
eN-OI9rSbJo,https://www.youtube.com/watch?v=eN-OI9rSbJo,କାହିଁକି ଆସୁଛି ଅଧିକ ରିଂକିଲ | ଚିକିତ୍ସ୍ୟ କେମିତି କରିବେ | ରଡ଼ିଏନ୍ସ କ୍ଲିନିକ ଭୁବନେଶ୍ୱର,"How to prevent wrinkles naturally in odia by dr satyartha prakash . Radiance has been a top destination for antiwrinkle treatment in eastern india . Contact 9238321888, 9238122550 for appoitments. #skincare #skincaretips #skincareformen #skincareobsessed #skincareroutines #skincareIndia #skincareBhubaneswar #skincareforwomen",2019-11-28,PT3M12S,https://i.ytimg.com/vi/eN-OI9rSbJo/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Aesthetic Dermatology,,/treatments/aesthetic-dermatology/injectable-aesthetics,/concerns/aging-aesthetics,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,aesthetic dermatology education,/treatments/aesthetic-dermatology/injectable-aesthetics,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
UoFXf44F4yc,https://www.youtube.com/watch?v=UoFXf44F4yc,SKIN PIGMENTATION ISSUES AND TREATMENT BY DR SATYARTHA PRAKASH,"Watch Dr Satyartha Prakash speak on skin pigmentation issues and its treatment , Radaince has been a top destination for quality treatments for skin and hair . contact 9238321888 for appoitments",2019-11-27,PT2M23S,https://i.ytimg.com/vi/UoFXf44F4yc/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Pigmentation,,/treatments/skin-laser/laser-pigmentation-program,/concerns/pigmentation,Dr. Satyarth Prakash,,,pigmentation education,/pigmentation-treatment-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
yP1e3iFLrbo,https://www.youtube.com/watch?v=yP1e3iFLrbo,ଛୁଟି କାହିଁକି ଝଡ଼େ | କାରଣ ଏବଂ ନିରାକରଣ | ରଡ଼ିଏନ୍ସ କ୍ଲିନିକ | ଡ଼କ୍ଟର ସତ୍ୟାର୍ଥ ପ୍ରକାଶ,"Watch Dr Satyartha Prakash speak on common causes of hairloss and its treatments. Radiance has been a top destination for hairloss treatments and hair transplant since a decade . Major Common & Not-So-Common Causes Of Hair Loss Hair loss is widely noticed both among men and women, and it’s pretty reasonable to some extent. However, excessive hair loss can affect not your scalp but your entire body and personality as",2019-11-27,PT3M7S,https://i.ytimg.com/vi/yP1e3iFLrbo/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
JfysAv3FsGU,https://www.youtube.com/watch?v=JfysAv3FsGU,WRINKLE TREATMENT EXPLAINED BY DR SATYARTHA PRAKASH | RADIANCE CLINICS,"watch Dr Satyartha Prakash explaining about wrinkle treatments . more more information on treatments call 9238321888, 9238122550.",2019-11-09,PT3M43S,https://i.ytimg.com/vi/JfysAv3FsGU/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Aesthetic Dermatology,,/treatments/aesthetic-dermatology/injectable-aesthetics,/concerns/aging-aesthetics,Dr. Satyarth Prakash,,,aesthetic dermatology education,/treatments/aesthetic-dermatology/injectable-aesthetics,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
JVvD-xamCds,https://www.youtube.com/watch?v=JVvD-xamCds,WHY CHOOSE RADIANCE CLINICS FOR HAIR TRANSPLANTATION | IN ODIA,"Watch Dr Satyartha prakash explain why choose radiance clinic for hair transplantation , Radiance has been a top destination for hair transplant in eastern india. It is a centre for high quality Hair transplant",2019-11-09,PT3M22S,https://i.ytimg.com/vi/JVvD-xamCds/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
JgFDhObysHI,https://www.youtube.com/watch?v=JgFDhObysHI,PRECAUTION AFTER HAIR TRANSPLANT IN ODIA | BY DR SATYARTHA PRAKASH,watch dr satyartha prakash explains about necessary precautions after hair transplant in odia . Radiance has been a top destination of hair transplant for patients from india and abroad . Contact 9238321888 for more details,2019-11-05,PT3M,https://i.ytimg.com/vi/JgFDhObysHI/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
w-zQaOXuZyY,https://www.youtube.com/watch?v=w-zQaOXuZyY,MYTH REGARDING HAIR TRANSPLANT IN ODIA | RADIANCE CLINICS,"There are lot of misconceptions about hair transplant , watch dr satyartha prakash from radiance clinics clarify common myths regarding hair transplant.",2019-11-01,PT2M43S,https://i.ytimg.com/vi/w-zQaOXuZyY/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
8nt4ucV6H0o,https://www.youtube.com/watch?v=8nt4ucV6H0o,ADVANTAGES OF HAIR TRANSPLANT IN ODIA | BY RADIANCE CLINICS,Advantages of hair transplant explained in odia by Dr Satyartha Prakash. Radiance Clinics Bhubnaeswar has been a top destination for quality Hair transplant from patients from india and abroad . The FUE hair transplant method has been popular around for over two decades. It seems like a revolutionary procedure for restoring the natural look of your hairline. TheFUE hair transplant involves harvesting hair follicles f,2019-11-01,PT2M16S,https://i.ytimg.com/vi/8nt4ucV6H0o/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
5n26u5h8gtg,https://www.youtube.com/watch?v=5n26u5h8gtg,CHOOSING A RIGHT HAIR TRANSPLANT CENTRE | RADIANCE CLINICS,"This video will give a basic knowledge of choosing a right hair transplant centre . Radiance has been a top destination offering quality hair transplant in bhubnaeswar , since last 11 years. Contact 9238321888, 9238122550 for appoitments and enquiries.",2019-10-30,PT3M8S,https://i.ytimg.com/vi/5n26u5h8gtg/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
9-fc_UZegzs,https://www.youtube.com/watch?v=9-fc_UZegzs,HOW HAIR TRANSPLANT CHANGED MY LIFE | LIVE HAIR TRANSPLANT RESULTS,"Watch Dr Satyartha Prakash from Radiance Clinics Bhubaneswar, demonstrate live results of hair transplant , 2220 grafts were planted on the frontal side and in the next session the crown portion would be covered. Dr Satyartha Prakash has changed lives of many people by giving excellent results . He is one of the top hair transplant surgeons of india and has done more than 3000 cases.",2019-10-16,PT2M39S,https://i.ytimg.com/vi/9-fc_UZegzs/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
U2HtLnCD63o,https://www.youtube.com/watch?v=U2HtLnCD63o,LIVE RESULTS OF HAIR TRANSPLANT | RADIANCE HAIR TRANSPLANT| DR SATYARTHA PRAKASH,"watch live testimonila video of Mr vivek , where only 1500 grafts were planted . the results is after six months post hair transplant and more growth is expected . watch the artistic hair line creation by Dr satyartha prakash who has been a pioneer in Hair transplant since a decade and is currently the medical director of Radiance Clinics. Contact us to see such numerous results of of hair transplants which has been",2019-09-25,PT2M23S,https://i.ytimg.com/vi/U2HtLnCD63o/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,,candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
IH0v8M_Jcq8,https://www.youtube.com/watch?v=IH0v8M_Jcq8,ହ୍ୱିରଟ୍ରନ୍ସପ୍ଲାଣ୍ଟ ରେ ଖର୍ଚ କେତେ ହୁଏ | ରଡ଼ିଏନ୍ସ ହିର ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ | ହିର ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟୟ ଭୁବନେଶ୍ୱର,"Cost of hair transplant in odia explained by Dr Satyartha Prakash, in this price war it is very important to choose a right Hair transplant Centre. Dr Satyartha Prakash from Radiance Clinic explains in odia details about the cost and how it is being calculated. Radiance has been a top destination of hair transplant from patients from India and abroad. For more information on cost of hair transplant kindly call us on",2019-09-24,PT3M13S,https://i.ytimg.com/vi/IH0v8M_Jcq8/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
AULeySgSfRA,https://www.youtube.com/watch?v=AULeySgSfRA,ଲିଭି ପାରିବ ଆଖି ତଳ କଳା ଦାଗ | ରେଡିଏନ୍ସ ସ୍କିନ ଆଣ୍ଡ ହେୟାର କ୍ଲିନିକ ଭୁବନେଶ୍ୱର |,"under eye dark circle treatment at bhubaneswar explained by Dr satyartha prakash at radiance clinics bhubaneswar. Radiance has been a top destination for under dark circle treatment in odisha , there are various treatments offered like medipeels , radio frequency , lasers , vampire eye lifts etc . contact for professional solutions to under eye problem . For appointments contact 9238321888/ 9238122550 address- plot n",2019-09-19,PT3M41S,https://i.ytimg.com/vi/AULeySgSfRA/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Pigmentation,,/treatments/skin-laser/laser-pigmentation-program,/concerns/pigmentation,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,pigmentation education,/pigmentation-treatment-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
5c-tAvbpsdo,https://www.youtube.com/watch?v=5c-tAvbpsdo,ଲେସର ଟାଟୁ ରିମୁବାଲ I ରେଡ଼ିଏନ୍ସ କ୍ଲିନିକ ଭୁବନେଶ୍ୱର,"Tatoo removal explained by Dr Satyartha Prakash at Radiance Clinics Bhubaneswar . Radiance has been doing Tatoo removal since a decade and uses all USA FDA approved lasers from Alma family. Tatoo removal usually takes few sessions to remove a tatoo. kindly contact Radiance Clinics , Plot NO N1/46 , IRC VILLAGE , BHUBNAESWAR , ODISHA . For More information visit www.radianceclinics.com FOR APPOITMENTS #TattooRemoval #",2019-09-18,PT2M3S,https://i.ytimg.com/vi/5c-tAvbpsdo/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Skin Health,,,/concerns/skin-texture,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,skin health education,/skin-clinic-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
7gx3N3kuXfA,https://www.youtube.com/watch?v=7gx3N3kuXfA,LIVE RESULTS OF ONLY 1000 GRAFTS | DR SATYARTHA PRAKASH RADIANCE CLINICS,"Dr Satyartha Prakash explains how in lesser number of grafts a moderate results can be achieved, only 1000 grafts is being planted on the bald area to give him a new look so that he doesnt look bald. Dr Satyartha has done numerous such cases where lot of people had been benefited. Radiance is a leading Hair transplant clinic for both male and female in bhubaneswar, it has been a best Hair Clinics In Bhubaneswar, Odis",2019-09-14,PT1M12S,https://i.ytimg.com/vi/7gx3N3kuXfA/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
JU32KKhcPMU,https://www.youtube.com/watch?v=JU32KKhcPMU,Hair Transplant in Bhubaneswar at Radiance Clinics by Dr Satyartha Prakash,"Hair transplant basics explained by Dr Satyartha Prakash from Radiance Clinics Bhubaneswar. For more information and appointments call 9238321888, 9238122550. Radiance has been the number 1 clinic in eastern India for hair transplant , having successfully treated more than 3000 clients Radiance Clinics Has been awarded has the best Skin Clinics In Odisha by Times Group and I3 survey. If you are looking for a best hai",2019-09-10,PT2M30S,https://i.ytimg.com/vi/JU32KKhcPMU/sddefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
9b2IxoZAttM,https://www.youtube.com/watch?v=9b2IxoZAttM,BEST HAIR LOSS TREATMENT IN BHUBANESWAR | RADIANCE CLINICS,"Various chronic diseases have been considered to be responsible for hair loss, such as diabetes, thyroid disorders, scalp ringworm infection and lupus disorder , genetic cause etc . At Radiance Hair Clinics, we strive to identify these disorders and advice for proper remedies for you to get back your youthful lush, long and shiny hair.",2018-12-26,PT1M12S,https://i.ytimg.com/vi/9b2IxoZAttM/hqdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,,"Bhubaneswar, Odisha",,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
jls0zPsiKJw,https://www.youtube.com/watch?v=jls0zPsiKJw,SKIN BRIGHTENING TREATMENT | FAIRNESS TREATMENT IN BHUBANESWAR | HOW TO ACHIEVE A FAIR SKIN,Radiance Clinic is one of the best known Skin Care Clinic in Bhubaneswar and provides the latest skin brightening treatments. Here you'll find a center of excellence dedicated to meeting your every skin-care need.#SkinBrighteningTreatment #FairnessTreatment #GlowingSkin #SkinWhiteningTreatment #HyperpigmentationTreatment #SkinCareTips #Dermatologist #PigmentationTreatment #GlassSkin #SkinGlowTreatment,2018-12-17,PT1M54S,https://i.ytimg.com/vi/jls0zPsiKJw/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Skin Health,,,/concerns/skin-texture,,"Bhubaneswar, Odisha",,skin health education,/skin-clinic-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
BQPUNACNzb8,https://www.youtube.com/watch?v=BQPUNACNzb8,ACNE SCARS TEATMENT IN BHUBANESWAR AT RADIANCE CLINIC,"Acne is the most common skin condition in India, and there are plenty of acne treatments available—but not all of these treatments are created equally. At Radiance clinics you deserve clear skin, and we’re here to help you get it. Understanding how to treat acne starts with understanding acne itself, and the first part of any acne treatment plan is diagnosis.",2018-12-11,PT1M31S,https://i.ytimg.com/vi/BQPUNACNzb8/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Acne Scars,,/treatments/skin-laser/acne-scar-revision,/concerns/acne-scars,,"Bhubaneswar, Odisha",,acne scars education,/acne-scar-treatment-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
syAuh9Ybfh4,https://www.youtube.com/watch?v=syAuh9Ybfh4,"BEST SKIN CLINIC IN BHUBANESWAR,","Radiance Clinic is one of the best known Skin Care Clinic in Bhubaneswar and provides the latest skin laser treatments. Here you'll find a center of excellence dedicated to meeting your every skin-care need. Our multi-disciplinary team are here to support you along your skin health journey, helping you to maintain healthy, beautiful skin – no matter your age or lifestyle.",2018-12-08,PT1M46S,https://i.ytimg.com/vi/syAuh9Ybfh4/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Skin Health,,,/concerns/skin-texture,,"Bhubaneswar, Odisha",,skin health education,/skin-clinic-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
9YF-7lb7W9Y,https://www.youtube.com/watch?v=9YF-7lb7W9Y,ACNE TREATMENT IN BHUBANESWAR,"One of the most common facial skin problems for adolescents is acne, a troubling skin condition that can affect confidence and self-esteem. As sebaceous glands become over active and produce excess oil, follicles become plugged, resulting in blackheads and white-heads.",2018-12-06,PT2M9S,https://i.ytimg.com/vi/9YF-7lb7W9Y/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Acne,,,/concerns/acne,,"Bhubaneswar, Odisha",,acne education,/concerns/acne,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
5opMf0na9DA,https://www.youtube.com/watch?v=5opMf0na9DA,PIGMENTATION TREATMENT BY LASER At Radiance,"Pigmentation increases how old you look – more so than wrinkles. So, if there’s something about your skin that’s bothering you it’s easy to do something about it. Here at Radiance pigmentation are treated using specialized services and products containing effective ingredients.",2018-11-15,PT1M15S,https://i.ytimg.com/vi/5opMf0na9DA/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Pigmentation,,/treatments/skin-laser/laser-pigmentation-program,/concerns/pigmentation,,,,pigmentation education,/pigmentation-treatment-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
5_911Q4KBLc,https://www.youtube.com/watch?v=5_911Q4KBLc,Laser Hair Removal in Bhubaneswar at Radiance clinics,Laser hair removal is one of the most commonly done cosmetic procedures in the India. It beams highly concentrated light into hair follicles. Pigment in the follicles absorb the light. That destroys the hair.,2018-11-05,PT1M28S,https://i.ytimg.com/vi/5_911Q4KBLc/maxresdefault.jpg,Radiance Clinic - Videos,PROCEDURE,Laser Hair Reduction,,/treatments/skin-laser/laser-hair-reduction,/concerns/laser-hair-reduction,,"Bhubaneswar, Odisha",,laser hair reduction education,/laser-hair-removal-bhubaneswar,MEDIUM,false,false,yt-dlp public metadata merged with official channel RSS
WqOCZr1u7EU,https://www.youtube.com/watch?v=WqOCZr1u7EU,"Looking for the #1 hair transplant clinic in Bhubaneswar, Odisha?","Can’t deal with excessive hair fall? Looking for the #1 hair transplant clinic in Bhubaneswar, Odisha? Radiance Hair Clinics is the best source for you! We bring you the best combination of the latest surgical & medical solutions to hair transplantation, ensuring permanent & natural looking hair without pain & hospital stay. Fall in love with your hair again. Call: 9238321888 for an appointment.",2018-08-24,PT27S,https://i.ytimg.com/vi/WqOCZr1u7EU/hqdefault.jpg,Radiance Clinic - Videos,FAQ,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
